Unnamed: 0,Emotion,Text,Clean_Text
7338,sadness,"After some friends had come to see me. They had stayed for several days and we had got on very well. When they had left, I had a feeling of emptyness.",friends come me stayed days got well left feeling emptyness
7347,sadness,"lol, the things people do at the movie theatres ",lol things people movie theatres
7349,sadness,been home for the past 45 min and iv been working on homework :'( break is so over ,home past 45 min iv working homework :( break
7354,sadness,"Remember,last year we were all already excited for the XFactor to see the boys sing. I miss those times :( ",Rememberlast year excited XFactor boys sing miss times :(
7355,sadness,I miss Mitch. Ahhh can't stand being without my best friend ): ,miss Mitch Ahhh cant stand best friend ):
7357,sadness,"Yesterday the heartbroken teenager , who was on the verge of trials with the Royal Ballet , said : ` In just one second , my life has been wrecked . ",Yesterday heartbroken teenager  verge trials Royal Ballet  said :  second  life wrecked 
7365,sadness,Watching Christmas movies and wondering what it would be like to be one of those people who spend Christmas alone. ,Watching Christmas movies wondering like people spend Christmas alone
7379,sadness,Rewatching Harry potter 7 part 2 ,Rewatching Harry potter 7 2
7380,sadness," Oh , my god . ",Oh  god 
7391,sadness,"Life is as it is,    &amp;  comes as you think &amp; make it more complicated than it really is... #help",Life is amp comes think amp complicated is #help
7394,sadness,"Suddenly becoming aware of his blue gaze being levelled in her direction , she turned a smile into a cough , and promptly spilled coffee into the saucer . ",Suddenly aware blue gaze levelled direction  turned smile cough  promptly spilled coffee saucer 
7398,sadness,That kind of night when you keep opening the fridge looking for that perfect snack... and never find it... ,kind night opening fridge looking perfect snack find it
7407,sadness,"I have once been very sad and lonely.  This was when I was trying to organize a play as a student (15 years).  Instead of materializing, it fizzled out.  The worst thing was that the play fell apart completely and I found myself weeping uncontrollably.  Now when I think of it, I laugh it off; but at that time it was intense.",sad lonely trying organize play student (15 years) Instead materializing fizzled out worst thing play fell apart completely found weeping uncontrollably think it laugh off time intense
7421,sadness,The day I woke up to find that a kitten I had wanted to keep had been eaten by the neighbour's dogs.  It had been locked out by my wife who claimed that it had dirtied the sheets.,day woke find kitten wanted eaten neighbours dogs locked wife claimed dirtied sheets
7439,sadness,"Just got home from my first duty at al-sad PEC...wawa mga baby kapag extract ng blood,di q ata kakayanin. ",got home duty alsad PECwawa mga baby kapag extract ng blooddi q ata kakayanin
7443,sadness,"The journey was taken at a leisurely pace because of the trailer , yet , despite her dejection , Matt 's reminiscences caused it to pass rapidly . ",journey taken leisurely pace trailer   despite dejection  Matt s reminiscences caused pass rapidly 
7450,sadness,This damn strip club is wacky as ,damn strip club wacky
7452,sadness,My parents are always saying I am not good enough . ,parents saying good 
7453,sadness, Sorry . The road is too crowded . ,Sorry  road crowded 
7456,sadness,When I part with my friends I feel always sad for some time. I can't remember a concrete example now. For example I have just parted with a friend of mine and I am feeling sad.,friends feel sad time cant remember concrete example now example parted friend feeling sad
7459,sadness,"When I said good-bye to my girlfriend.  I had spent two years on developing this relationship and it was unsuccessful, I felt very sad.",said goodbye girlfriend spent years developing relationship unsuccessful felt sad
7460,sadness,"@amy_obrien22 lolz, we are freaking funny. you didn't eat my lucky charms today ",  lolz freaking funny eat lucky charms today
7461,sadness,@4sqSupport Will you backdate city badges soon? I did my massive Europe tour with check-ins last year. ,  backdate city badges soon massive Europe tour checkins year
7472,sadness,@pFville_pFinest I'm sorry 1.1 u was supposed to call me for HH with the whites but I said somthin to niggerish and I was axed ,  Im sorry 11 u supposed HH whites said somthin niggerish axed
7474,sadness,Last christmas carol show... ,christmas carol show
7487,sadness,@jamesmyth and my poor poor jacket? ,  poor poor jacket
7492,sadness,Dude I was wearing petticoat breeches before they were cool.   #rhinegraves #dumbMusic #TheYearOfOurLord1665,Dude wearing petticoat breeches cool #rhinegraves #dumbMusic #TheYearOfOurLord1665
7495,sadness,At the end of my senior yr . in high school I found out that a friend of mine I knew had cancer had been diagnosed as terminally ill.,end senior yr  high school found friend knew cancer diagnosed terminally ill
7496,sadness," Yeah , I'm very nauseous . It's mostly nausea and a fever . ",Yeah  Im nauseous  nausea fever 
7499,sadness,I can't think of a single thing I really want for Christmas.....,cant think single thing want Christmas
7502,sadness,One day was a wonderful but sad movie. It took them 16 years to see what was right in front of them and it was too late. ,day wonderful sad movie took 16 years right late
7503,sadness,"When my mother scolded me for something, very insignificant, without knowing the real cause of what had happened. ",mother scolded something insignificant knowing real cause happened
7504,sadness,"My life is being consumed by work, I work until midnight on the weekends now. Kill me, social life gone ",life consumed work work midnight weekends now Kill me social life gone
7511,sadness,I'm sad now I wanted to see Justin on stage so bad :( ,Im sad wanted Justin stage bad :(
7517,sadness,I hate &quot;rescue animals&quot; commercials. They make me feel sad and sorrowful for all animals out there  ,hate quotrescue animalsquot commercials feel sad sorrowful animals 
7519,sadness,@imran173 me too watching the arsenal game!& ten action here! ,  watching arsenal game action here
7522,sadness,At rejection / being ignored by a loved person held in great esteem.,rejection / ignored loved person held great esteem
7523,sadness,"Getting into the christmas spirit has never been so hard, bring on the stereotypes I don't care...WHERE'S THE SNOW #m.i.a",Getting christmas spirit hard bring stereotypes careWHERES SNOW #mia
7525,sadness,"Just got followed by 7 new girls, who if they were real, I would hit on without shame. Unfortunately, they seem like bots. ",got followed 7 new girls real hit shame Unfortunately like bots
7527,sadness,Sunday nights are the worse. I hate school ,Sunday nights worse hate school
7539,sadness,"I brought an extra granola bar to swim practice, but @EmmaBoutcher13 wasn't there ",brought extra granola bar swim practice  
7547,sadness,my first job and i might just have to work on the weekend. #recklessestimations,job work weekend #recklessestimations
7548,sadness,Dennis just pulled a paper crane out of his pocket and let it fall to the ground and told me I wasn't getting another one... ,Dennis pulled paper crane pocket let fall ground told getting one
7552,sadness," Well , I'm really worried about my grades . I didn't think this course would be so stressful . ", Im worried grades  think course stressful 
7564,sadness,"Despite my anger and despair at what had happened to Brian , killing myself now would n't make amends for not helping him . ",Despite anger despair happened Brian  killing nt amends helping 
7570,sadness, Sorry . It is the smallest size we have . ,Sorry  smallest size 
7583,sadness,Why are there christmas movies on TV?!?! i'm not ready for cold weather yet ,christmas movies TV im ready cold weather
7584,sadness,I love how my Elementary school homemade Christmas ornaments aren't good enough for our tree this year. ,love Elementary school homemade Christmas ornaments good tree year
7605,sadness, I am very upset,upset
7609,sadness,Railway station good-bye.,Railway station goodbye
7620,sadness,When I found out that I could not go to the concert (after buying the tickets) because of a biology test which occurred the morning after.,found concert (after buying tickets) biology test occurred morning after
7621,sadness, Of course not . I knew she had fallen in love with another guy . It is difficult to see her move on so quickly . ,course  knew fallen love guy  difficult quickly 
7622,sadness,sou um loser ou o quê? ,sou um loser ou quê
7623,sadness, I am not in the mood . ,mood 
7627,sadness,I was not chosen for the All English class.,chosen English class
7629,sadness,On this occasion City accepted with relish the chances which came their way and inflicted serious psychological damage on their dejected opponents . ,occasion City accepted relish chances came way inflicted psychological damage dejected opponents 
7632,sadness,Aw that was a cute Kim and Kris moment ,Aw cute Kim Kris moment
7641,sadness,And even those could be put down to excessive grief at the loss of his wife . ,excessive grief loss wife 
7647,sadness,"Since last May many of these same passers-by have come face to face on their TV screens with the agony , desolation and despair of the people of Ethiopia and the Sudan . ",passersby come face face TV screens agony  desolation despair people Ethiopia Sudan 
7651,sadness,"wat iisz facebook comiin t2... they put anutha viideo of ah giirl suckiin ah stiick, SMH... ",wat iisz facebook comiin t2 anutha viideo ah giirl suckiin ah stiick SMH
7652,sadness,"Dam it , I'm running out of money again , I really need to balance my budget and handle my money better . ",Dam  Im running money  need balance budget handle money better 
7655,sadness,wahhhhh! left substitute phone charger at work &amp; my real charger is broken! my phone is dead so no phone til tomorrow! =((((,wahhhhh left substitute phone charger work amp real charger broken phone dead phone til tomorrow =((((
7656,sadness,"The moment when, you realize she stopped loving you.. ",moment when realize stopped loving you
7663,sadness,i miss when MTV was all about Pimp My Ride and Yo Momma ,miss MTV Pimp Ride Yo Momma
7681,sadness," I had to move it , so that I can get my bike through . ", bike 
7689,sadness,@CapSmooth haha maybe but I doubt it cause they don't think I'm pretty ,  haha maybe doubt cause think Im pretty
7690,sadness,I need some positivity in my life right now. I feel like the strides I take are really just baby steps.  #prayer,need positivity life right now feel like strides baby steps #prayer
7691,sadness,Feeling like a dope. In Vegas most of my coworkers were also friends (you know who you are!). Here I can't seem to make that happen ,Feeling like dope Vegas coworkers friends (you know are) cant happen
7694,sadness,Not allowed to critically joke about movies anymore @AlixBarry @StephenBent @kirundle,allowed critically joke movies anymore      
7695,sadness,Wow the only dude on the team that did goodie right there :hat,Wow dude team goodie right :hat
7702,sadness,I was so close to buying a Nyan Cat t-shirt at HotTopic yesterday. :( Wasn't half off tho.. ,close buying Nyan Cat tshirt HotTopic yesterday :( half tho
7708,sadness," I'm sorry , I haven't decided yet . Do you mind giving me a couple of minutes ? ",Im sorry  decided  mind giving couple minutes 
7710,sadness,Critics Hate Ambition Lmao There On this nigga Wale's head ,Critics Hate Ambition Lmao nigga Wales head
7713,sadness,having practically no likes and comments on your profile picture and feeling like a loser ,practically likes comments profile picture feeling like loser
7716,sadness,"@shannon_ruth haha i think we are going too late, schoolies will be over by the time we arrive :/ ",  haha think going late schoolies time arrive :/
7717,sadness,:O I have unauthorized access to my Ave Maria College emials #officallygone,:O unauthorized access Ave Maria College emials #officallygone
7718,sadness,I've become a bitter person. What's the point of putting on a fake smile if I don't appreciate anyone. ,Ive bitter person Whats point putting fake smile appreciate anyone
7722,sadness,Northern downpour played right after trade mistakes &lt;/3 ,Northern downpour played right trade mistakes lt/3
7729,sadness,When my team lost a championship.,team lost championship
7733,sadness,"She crammed more living into her 30 years than most people experience in two lifetimes , according to her heartbroken parents Ken and Diana . ",crammed living 30 years people experience lifetimes  according heartbroken parents Ken Diana 
7740,sadness,At an irrevocable loss (with respect to human relations).,irrevocable loss (with respect human relations)
7744,sadness,&quot;@MishaBarnes1: @elucas25 @chipshannon the dynamics of our ofc has gotten bitter since u left.&quot; Not sure how to take that!  ,quot      dynamics ofc gotten bitter u leftquot sure that
7745,sadness,"I had a very short term romance during the summer vacations.  When we first met I felt excited but I wanted to avoid him after we had met a few times and so I proposed that we stay apart, I felt very sad then.",short term romance summer vacations met felt excited wanted avoid met times proposed stay apart felt sad then
7754,sadness,104 characters can't describe my feelings right now... ,104 characters cant describe feelings right now
7759,sadness,"` Do n't be despondent , "" she told me . ", nt despondent   told 
7772,sadness,"In their communiqu , the finance ministers could usefully point out that the current despair  over eastern Germany is overdone . ",communiqu  finance ministers usefully point current despair eastern Germany overdone 
7775,sadness,Every time I go to Cambridge I come back depressed as hell ; then as soon as I am back to a Norfolk class spirits soar again . ,time Cambridge come depressed hell  soon Norfolk class spirits soar 
7776,sadness,When I knew I had to go out with my mother on some errands.,knew mother errands
7778,sadness,At my sister's for dinner.. Without my own phone or laptop :/,sisters dinner phone laptop :/
7784,sadness,I left my copy of Love Actually at school...  ,left copy Love Actually school
7787,sadness,Hope is what is keeping me going right now! RT @Fuzywuzy8: Without hope what do we have in life?   ,Hope keeping going right now RT   hope life
7795,sadness,I got my retainer on today. It feels so weird; I can't sleep because I keep touching it with my tongue... ,got retainer today feels weird cant sleep touching tongue
7809,sadness,@JBARsodmg Think U Lucky ... in France We Dont Got No Thanx Giving =/ #OGOD,  Think U Lucky  France Dont Got Thanx Giving =/ #OGOD
7812,sadness,The people of America and throughout the world were stunned and grief-stricken by the President 's assassination . ,people America world stunned griefstricken President s assassination 
7813,sadness,He could see no way out and in his anguish he began to think of doing himself in ; the method he would use would have to be quick and simple . ,way anguish began think  method use quick simple 
7815,sadness,"I was too miserable to giggle , but I wondered if the fiances had when he postured on his lawn . ",miserable giggle  wondered fiances postured lawn 
7823,sadness,"At first Tony looked less happy than before , and said he had become somewhat despondent about his lack of progress in finding employment . ",Tony looked happy  said somewhat despondent lack progress finding employment 
7824,sadness,Visto un video spoiler di  dove Santana fa coming-out con la nonna... Dico solo: Tante lacrime! ,Visto un video spoiler di dove Santana fa comingout con la nonna Dico solo: Tante lacrime
7828,sadness,Shattered the screen on my beloved phone. #forealz?,Shattered screen beloved phone #forealz
7829,sadness,@albihonest @ashleybmarc @Same_Ol @LMWrites ALBINISM is the saddest thing since spectacular offered a grinding competition.... ,        ALBINISM saddest thing spectacular offered grinding competition
7834,sadness,My ipod is missing and I'm having serious separation anxiety :( ,ipod missing Im separation anxiety :(
7840,sadness,I'm definitely designated driver tonight for my sisters that I lovee Too much homework to go out :( oh well. Gonna be up all night!,Im definitely designated driver tonight sisters lovee homework :( oh well Gonna night
7844,sadness, I was told my girlfriend was speaking ill of me . That ’ s a real let-down . ,told girlfriend speaking ill  ’ real letdown 
7859,sadness,@katss1 lol it was amazing but he didn't hear it bc I was laughing to hard #thatwasamazing,  lol amazing hear bc laughing hard #thatwasamazing
7865,sadness, Nothing really . ,
7868,sadness,` It is miserable for us to look back on these things . , miserable look things 
7870,sadness,The Christmas shoes song is playing at work. All I can think of is @FunkWalk and @JoeyRichter.  #notreally,Christmas shoes song playing work think     #notreally
7877,sadness,Stop wearing your feelings on your shoulders cuz your don't go with your shirt! Lol,Stop wearing feelings shoulders cuz shirt Lol
7887,sadness,I don't think @mrut923 liked my philosophical 30-second synopsis of The English Patient. ,think   liked philosophical 30second synopsis English Patient
7892,sadness,"I felt so desolate , and so angry . "" ",felt desolate  angry  
7894,sadness,Apparently bum fighting has gone the way of the dodo... ,Apparently bum fighting gone way dodo
7912,sadness,My father gave money to my brother but not to me.,father gave money brother me
7915,sadness,And so the government drags the SA people - kicking &amp; screaming - into the Dark Ages. Enough already!! ,government drags SA people  kicking amp screaming  Dark Ages already
7922,sadness,Gonna finally try to read some of my book...I have no time for books since school started. ,Gonna finally try read bookI time books school started
7924,sadness,A dejected Allen added : ` You ca n't give John Aldridge chances like that -- he is a quality finisher . ,dejected Allen added :  nt John Aldridge chances like  quality finisher 
7928,sadness,"Several hours passed while he sat there , knowing that Maud would be inconsolable at having missed a charity dinner . ",hours passed sat  knowing Maud inconsolable missed charity dinner 
7929,sadness,"Home from work......At least for the next 20 minutes, only on break! :(",Home workAt 20 minutes break :(
7937,sadness,"As Michael Codron told me : ` Ken remained very loyal to it , even though he was miserable about it . ",Michael Codron told :  Ken remained loyal  miserable 
7938,sadness,Not enough time in the day to listen to all that great music out there. ,time day listen great music there
7939,sadness,@jimstanton17 @matthew_buck  missing nugget night but thanksgiving dinner is a solid replacement& #acceptance #mowface,    missing nugget night thanksgiving dinner solid replacement #acceptance #mowface
7957,sadness,A very close friend of mine died. I read it in the newspaper. I didn't know what to do and thought about it the whole day.,close friend died read newspaper know thought day
7959,sadness,@nightdreamer isn't that sad though? That there's been no game that just got it completely right? ,  sad though theres game got completely right
7960,sadness,Away from the defence debate Dr Mowlam also yesterday spoke of her despair at the growing homeless problem in her constituency . ,Away defence debate Dr Mowlam yesterday spoke despair growing homeless problem constituency 
7964,sadness,I had drunk a couple of beers and my fiancee got angry at me.,drunk couple beers fiancee got angry me
7976,sadness,@madiiyoungg welcome to my life 5 days a week. &lt;3 ,  welcome life 5 days week lt3
7982,sadness,"I am really exhausted , you know , I have been working without the weekend for two weeks . My boss always asks us to work overtime . ",exhausted  know  working weekend weeks  boss asks work overtime 
7985,sadness,I feel sad about an event I can not influence.,feel sad event influence
7996,sadness,"The long lasting illness of my grand-mother, and the changes in family relationships caused by it.",long lasting illness grandmother changes family relationships caused it
7999,sadness, How horrible ! ,horrible 
8008,sadness,Its such a pain having a terrible short term memory i cant remeber what i was going to tweet :( ,pain terrible short term memory cant remeber going tweet :(
8013,sadness,This LONELY ass dinner.  ,LONELY ass dinner
8016,sadness,I saw a friend of mine who had suffered a very heavy contusion after an accident.,saw friend suffered heavy contusion accident
8027,sadness,Hmmmm really wanted to see the basketball games today but don't have a way to DSU ,Hmmmm wanted basketball games today way DSU
8041,sadness,I want cake. I bet we don't have any. ,want cake bet any
8042,sadness,It's such a cock tease to win the heisman and listen to less than impressive speakers...,cock tease win heisman listen impressive speakers
8044,sadness,My mom doesn't understand my bad mood is directly correlated to the fact I still haven't eaten. ,mom understand bad mood directly correlated fact eaten
8051,sadness,Aaahhh!! Im losing followers O_O annd i finally was able reach a 100. ,Aaahhh Im losing followers OO annd finally able reach 100
8056,sadness, I have been looking forward to this performance all month . ,looking forward performance month 
8064,sadness,RIP Harry Morgan. Thanks for many years of laughs on M*A*S*H.   @Joelo432 ,RIP Harry Morgan Thanks years laughs M*A*S*H  
8066,sadness,"Dear @ryanmrhodes, Bummer! Been in Ellwood City all weekend with @corianderoza and family. Good times but i sure do miss you guys ",Dear   Bummer Ellwood City weekend   family Good times sure miss guys
8067,sadness,"This house feels so empty without my Scout. Also, missing Dad a lot today. ",house feels Scout Also missing Dad lot today
8073,sadness,When I lost my grandmother.  She had been my guardian after the death of my father.,lost grandmother guardian death father
8082,sadness,Hasbro have issued a copyright claim on Beanyone's Youtube channel? WHERE WILL I GET NY PONIES NOW!? D: ,Hasbro issued copyright claim Beanyones Youtube channel NY PONIES NOW D:
8084,sadness,"I want to write my book. I'm not a good writer though. I have all these ideas, but can only illustrate them. ",want write book Im good writer though ideas illustrate them
8092,sadness,"A very close friend from Victoria visited me over the holidays. Having enjoyed his company immensely over 10 short days, I was overwhelmed by sadness when he left to return to Victoria ",close friend Victoria visited holidays enjoyed company immensely 10 short days overwhelmed sadness left return Victoria
8123,sadness,When my father was ill.,father ill
8130,sadness,besides what incentives do u even have to offer gay couples to be criminalizing their marriage. ,incentives u offer gay couples criminalizing marriage
8139,sadness,Hearing of the death of a friend who had been skiing.,Hearing death friend skiing
8145,sadness,last full day in europe. ,day europe
8148,sadness,Was his sadness tinged with guilt ? ,sadness tinged guilt 
8152,sadness,"In a social situation I became interested in a woman. We talked, we laughed, we enjoyed each other. She disappeared for a few minutes, and a little after appeared with an other man.",social situation interested woman talked laughed enjoyed other disappeared minutes little appeared man
8154,sadness,"He became very depressed for some time before he could reassess himself , start to use his considerable abilities and begin courting his wife again . ",depressed time reassess  start use considerable abilities begin courting wife 
8166,sadness,My mother was working with a knife and we were all laughing heartily.  She was not able to control the knife and stuck it deep into her hand.,mother working knife laughing heartily able control knife stuck deep hand
8174,sadness,"Oh , no . It seems that I've lost my train ticket . ",Oh   Ive lost train ticket 
8179,sadness,Now I kno why I don't like home it hurts too much to remember &lt;/3  ,kno like home hurts remember lt/3
8183,sadness,The day I left my first girlfriend.,day left girlfriend
8185,sadness,"boredom, want to plat skyrim, but at a part tht i CANT beat for my LIFE!, y does tht guy have to shoot icicles ",boredom want plat skyrim tht CANT beat LIFE tht guy shoot icicles
8193,sadness,Losing a pet chick. Our family had just put the chick outside a few days before and then one morning it was gone.,Losing pet chick family chick outside days morning gone
8194,sadness," It is a long story . Basically , she thought I had laughed at her while I didn't . ",long story  Basically  thought laughed 
8197,sadness,I experienced this when my maternal grandmother passed away.  She was the last of my grand parents to pass away.,experienced maternal grandmother passed away grand parents pass away
8209,sadness,The breaking up of a long lasting relationship.,breaking long lasting relationship
8219,sadness,"Lucille 's despondency was caused by a fear of Sharpe 's death , not a British defeat , but she dared not articulate such a thought . ",Lucille s despondency caused fear Sharpe s death  British defeat  dared articulate thought 
8221,sadness,When on Christmas day my grandmother died. I received the news when I was coming back from a party on the 24th at 5 am.,Christmas day grandmother died received news coming party 24th 5 am
8222,sadness,Woo  when you get the malteaser out the box :) but when you realise you have none left :/,Woo malteaser box :) realise left :/
8231,sadness,I can't believe I went and watched Breaking Dawn without a date. ,cant believe went watched Breaking Dawn date
8239,sadness,"@BlindingBliss @thebookmamma: Are you as prepared as @sarahlena?---&gt; DUDE, I AM ON IT. LIKE HOT SAUCE ON WINGS. #OccupyBeauregards",    prepared   DUDE IT LIKE HOT SAUCE WINGS #OccupyBeauregards
8243,sadness,Watching the Vice Guide to Liberia at 3am was a bad idea ,Watching Vice Guide Liberia 3am bad idea
8244,sadness,Everything's gone wrong . ,Everythings gone wrong 
8248,sadness,@LindseyProbst that's so crazy! You are  I better be able to celebrate with you! Or I'll be upset. ,  thats crazy better able celebrate you Ill upset
8265,sadness,"Then I just realized, I'll be missing my 2 favorite cousins this Christmas. Last year, we were all together. ",realized Ill missing 2 favorite cousins Christmas year together
8269,sadness,"I do n't think I could cope with your heartbreak . "" ",nt think cope heartbreak  
8278,sadness,"@Dylan_Hicks hope you have a good break, I didn't get to tell you bye today ",  hope good break tell bye today
8279,sadness, And my writing is not good . I feel so frustrated . ,writing good  feel frustrated 
8291,sadness,holding back tha tears and tha heartbreak... Because I kno ur not worth it... ,holding tha tears tha heartbreak kno ur worth it
8299,sadness,As soon as I fall asleep my phone goes off..... ,soon fall asleep phone goes off
8304,sadness,That 90% sobered up phase where you dunno whether to eat or sleep. ,90% sobered phase dunno eat sleep
8320,sadness,"I felt frustrated , angry , utterly dejected . ",felt frustrated  angry  utterly dejected 
8321,sadness,I think I will be reduced to tears at Westlife's farewell tour next year :( ,think reduced tears Westlifes farewell tour year :(
8324,sadness,"For me, this isn't just a dream, but a bitter reality ",me dream bitter reality
8333,sadness,Just got my hair cutt..feeling pretty baldhead right now ,got hair cuttfeeling pretty baldhead right
8339,sadness,I can't find the lights for the Christmas tree:c ,cant find lights Christmas tree:c
8343,sadness,So I guess I'm not going to drunken game night ,guess Im going drunken game night
8358,sadness,"&quot;@OMGFactsSex: A 2008 study found that self-absorbed, devious and thrill-seeking men do better with women.&quot; haha",quot  2008 study found selfabsorbed devious thrillseeking men better womenquot haha
8359,sadness,Feeling empty inside ,Feeling inside
8361,sadness,Blacks search their entire genealogy to find one person tht wasn't jus so they can say they 1/4 _____ ,Blacks search entire genealogy find person tht jus 1/4 
8363,sadness,The euphoria and sense of well-being which accompanied the boom years of the 1980s has been replaced by a mood of despondency as companies and individuals experience the effects of a western-style recession . ,euphoria sense wellbeing accompanied boom years 1980s replaced mood despondency companies individuals experience effects westernstyle recession 
8369,sadness,@mem0rie__ lucky asssss. I still have exams mon-thurs :( you gnna do your puff-write technique on this one? Lol,  lucky asssss exams monthurs :( gnna puffwrite technique one Lol
8370,sadness,@Kendall_Meyers I'm at a spring lake party an you are not here ,  Im spring lake party
8378,sadness,"First a friend with terminal brain cancer, now another friend has suffered a major stroke and is unlikely to recover ",friend terminal brain cancer friend suffered major stroke unlikely recover
8391,sadness,I ask Taylors brother if he can catch before I throw him his charger n then i throw it the complete wrong way  ,ask Taylors brother catch throw charger n throw complete wrong way
8401,sadness,Lost my chronic cd :|  ,Lost chronic cd :|
8417,sadness,I'm going to have to face it. I suck at statistics and always will. ,Im going face it suck statistics will
8421,sadness, I am awfully sorry . I didn't think you would mind so much . ,awfully sorry  think mind 
8433,sadness,"Working out without a spotter, is like peanut butter without jelly ",Working spotter like peanut butter jelly
8439,sadness," Not bad.Li Hong , I am sorry that I can ’ t go to see Mrs.Brown with you tomorrow morning.My mother is ill . I must take care of her . ",badLi Hong  sorry ’ MrsBrown tomorrow morningMy mother ill  care 
8440,sadness,Lady Cross 's family was too grief-stricken to attend the trial . ,Lady Cross s family griefstricken attend trial 
8445,sadness,"Man, these lasts two weeks have really screwed me up. Time to get back in the gym pronto! I'm officially down to a 4 pack. ",Man lasts weeks screwed up Time gym pronto Im officially 4 pack
8455,sadness, I ’ m sorry . We don't haven any . ,’ sorry  
8466,sadness,"He was a thin , brown man with a brass stud at the neck of his striped shirt and a sad expression as if he were on the point of tears . ",thin  brown man brass stud neck striped shirt sad expression point tears 
8469,sadness,"JUMP, JUMP, JUMP! RT @bebeOrallo590: My dog can't jump up on my bed anymore. He needs to be carried. ",JUMP JUMP JUMP RT   dog cant jump bed anymore needs carried
8473,sadness,I've just realized tonight it'll be the last Sectionals with the actual awesome cast :(  ,Ive realized tonight itll Sectionals actual awesome cast :(
8476,sadness,wonder if i'll get on espn. Strange how im like the only Big Star player not on ESPN. ,wonder ill espn Strange im like Big Star player ESPN
8483,sadness,When someone in my family died.,family died
8486,sadness,Omg work is gonna kick my ass 2day 3-11 smh.... ,Omg work gonna kick ass 2day 311 smh
8488,sadness,When I was accused of neglecting work for the wrong reasons.,accused neglecting work wrong reasons
8490,sadness,So should I just turn off the TV now? Because this is upsetting  ,turn TV now upsetting
8503,sadness,Just left the hospital from visiting my dad. ,left hospital visiting dad
8505,sadness," Oh , er ... sorry that's because we didn't have time to clean it . ",Oh  er  sorry thats time clean 
8508,sadness,"@tarakjpratt yeah I think luongo has a minor injury, it will probably be Cory Schneider in net. ",  yeah think luongo minor injury probably Cory Schneider net
8514,sadness,Research paper down. One peer review and a Shakespeare play to go. #whensthanksgiving,Research paper down peer review Shakespeare play go #whensthanksgiving
8517,sadness,I was going to wear my new heels tonight but they're too big. no heels for me tonight.,going wear new heels tonight theyre big heels tonight
8524,sadness,Last night kinda made me miss high school. ,night kinda miss high school
8526,sadness,"Lucille 's despondency was caused by a fear of Sharpe 's death , not a British defeat , but she dared not articulate such a thought . ",Lucille s despondency caused fear Sharpe s death  British defeat  dared articulate thought 
8529,sadness,Was going to play assassins creed before going to bed... somebody took the xbox :'( #nokillingbaddies,going play assassins creed going bed somebody took xbox :( #nokillingbaddies
8532,sadness,I hate it when I can't help someone when they're sad. It makes me sad too.  ,hate cant help theyre sad makes sad too
8537,sadness,"Dear summer I miss you and swimsuits-Cool kids (@SirMichaelRocks, @Chuckisdope) just came on in the shuffle good memories though",Dear summer miss swimsuitsCool kids (    came shuffle good memories
8545,sadness,It was shocking news to me when I received a telegram from home telling me that my grandmother had passed away. I had to go home to attend the funeral but unfortunately I found that the burial had already taken place.,shocking news received telegram home telling grandmother passed away home attend funeral unfortunately found burial taken place
8550,sadness,The only things that ease the pain at all...   ,things ease pain all
8552,sadness,@bigbadcraig20 @sirakashshah tell me about it... i miss you guys when i'm in classes i can't imagine this break #basketsfullofcats,    tell it miss guys im classes cant imagine break #basketsfullofcats
8553,sadness,Happy Thanksgiving to all you Americans! Since I'm Canadian I'm just gonna chill and not eat a feast... ,Happy Thanksgiving Americans Im Canadian Im gonna chill eat feast
8555,sadness,So the line was too long to get a salted caramel mocha &lt;//3 #sodissapointed,line long salted caramel mocha lt//3 #sodissapointed
8556,sadness,A bar where the only beers on draft are miller lite and bud light?  Srsly? Not a Stella or good ipa for miles #fb,bar beers draft miller lite bud light Srsly Stella good ipa miles #fb
8557,sadness,When my boyfriend took me to his father's grave.,boyfriend took fathers grave
8561,sadness,@vanessaaJDB if it makes you feel better I'm having a movie marathon in my room alone :( ,  makes feel better Im movie marathon room :(
8564,sadness,Upset that @mastodonmusic and @dillingerescpln are not coming to Ohio anytime soon. Both bands put on killer shows. ,Upset     coming Ohio anytime soon bands killer shows
8579,sadness,Helping one of the best friends move... Not fun but gotta do it. #newadventures,Helping best friends move fun gotta it #newadventures
8580,sadness,The family are not downhearted ; they have made many people across the country aware of the Trust and their work . ,family downhearted  people country aware Trust work 
8581,sadness,"it bums me out that now that we have good songs written, we never play shows anymore. ",bums good songs written play shows anymore
8584,sadness,"I heard that a friend had died in an accident; group situation: suddenly a friend came in and said \Have you already heard that...\""; there was a terrible consternation, silence, then everybody shouted excitedly \""How could that happen...\"".""",heard friend died accident group situation: suddenly friend came said \Have heard that\ terrible consternation silence everybody shouted excitedly \How happen\
8590,sadness,My fiancT's family was adopting a 5 years old boy. I felt myself close to him as I never felt before. After some time his mother demanded the care of the kid and we were obliged to send him back.,fiancTs family adopting 5 years old boy felt close felt before time mother demanded care kid obliged send back
8593,sadness,He sounded quite sad about it . ,sounded sad 
8602,sadness,So I just used @ijuzwannadanz auntie remedy of drinking a tablespoon of vinegar for my headache and it didn't work ,  auntie remedy drinking tablespoon vinegar headache work
8603,sadness,"When I lost my father on the 25th of September,1970.  He died of a sore on the leg.",lost father 25th September1970 died sore leg
8611,sadness,I can't help but to think Tia's---&gt;(Melanie off the game) pregnancy is the only reason The Game's season won't begin in January. ,cant help think Tiasgt(Melanie game) pregnancy reason Games season begin January
